Id, I(x), I(y), I(z), P(x), P(y), P(z), L(x), L(y), L(z), V1, V2, V3
0,0,0,0,5.0,5.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
1,0,0,1,5.0,5.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
2,0,0,2,5.0,5.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
3,0,0,3,5.0,5.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
4,0,0,4,5.0,5.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
5,0,0,5,5.0,5.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
6,0,0,6,5.0,5.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
7,0,0,7,5.0,5.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
8,0,0,8,5.0,5.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
9,0,0,9,5.0,5.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
10,0,1,0,5.0,15.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
11,0,1,1,5.0,15.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
12,0,1,2,5.0,15.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
13,0,1,3,5.0,15.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
14,0,1,4,5.0,15.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
15,0,1,5,5.0,15.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
16,0,1,6,5.0,15.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
17,0,1,7,5.0,15.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
18,0,1,8,5.0,15.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
19,0,1,9,5.0,15.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
20,0,2,0,5.0,25.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
21,0,2,1,5.0,25.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
22,0,2,2,5.0,25.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
23,0,2,3,5.0,25.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
24,0,2,4,5.0,25.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
25,0,2,5,5.0,25.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
26,0,2,6,5.0,25.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
27,0,2,7,5.0,25.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
28,0,2,8,5.0,25.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
29,0,2,9,5.0,25.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
30,0,3,0,5.0,35.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
31,0,3,1,5.0,35.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
32,0,3,2,5.0,35.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
33,0,3,3,5.0,35.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
34,0,3,4,5.0,35.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
35,0,3,5,5.0,35.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
36,0,3,6,5.0,35.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
37,0,3,7,5.0,35.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
38,0,3,8,5.0,35.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
39,0,3,9,5.0,35.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
40,0,4,0,5.0,45.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
41,0,4,1,5.0,45.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
42,0,4,2,5.0,45.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
43,0,4,3,5.0,45.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
44,0,4,4,5.0,45.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
45,0,4,5,5.0,45.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
46,0,4,6,5.0,45.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
47,0,4,7,5.0,45.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
48,0,4,8,5.0,45.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
49,0,4,9,5.0,45.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
50,0,5,0,5.0,55.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
51,0,5,1,5.0,55.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
52,0,5,2,5.0,55.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
53,0,5,3,5.0,55.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
54,0,5,4,5.0,55.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
55,0,5,5,5.0,55.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
56,0,5,6,5.0,55.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
57,0,5,7,5.0,55.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
58,0,5,8,5.0,55.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
59,0,5,9,5.0,55.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
60,0,6,0,5.0,65.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
61,0,6,1,5.0,65.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
62,0,6,2,5.0,65.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
63,0,6,3,5.0,65.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
64,0,6,4,5.0,65.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
65,0,6,5,5.0,65.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
66,0,6,6,5.0,65.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
67,0,6,7,5.0,65.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
68,0,6,8,5.0,65.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
69,0,6,9,5.0,65.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
70,0,7,0,5.0,75.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
71,0,7,1,5.0,75.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
72,0,7,2,5.0,75.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
73,0,7,3,5.0,75.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
74,0,7,4,5.0,75.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
75,0,7,5,5.0,75.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
76,0,7,6,5.0,75.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
77,0,7,7,5.0,75.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
78,0,7,8,5.0,75.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
79,0,7,9,5.0,75.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
80,0,8,0,5.0,85.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
81,0,8,1,5.0,85.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
82,0,8,2,5.0,85.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
83,0,8,3,5.0,85.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
84,0,8,4,5.0,85.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
85,0,8,5,5.0,85.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
86,0,8,6,5.0,85.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
87,0,8,7,5.0,85.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
88,0,8,8,5.0,85.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
89,0,8,9,5.0,85.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
90,0,9,0,5.0,95.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
91,0,9,1,5.0,95.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
92,0,9,2,5.0,95.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
93,0,9,3,5.0,95.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
94,0,9,4,5.0,95.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
95,0,9,5,5.0,95.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
96,0,9,6,5.0,95.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
97,0,9,7,5.0,95.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
98,0,9,8,5.0,95.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
99,0,9,9,5.0,95.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
100,1,0,0,15.0,5.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
101,1,0,1,15.0,5.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
102,1,0,2,15.0,5.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
103,1,0,3,15.0,5.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
104,1,0,4,15.0,5.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
105,1,0,5,15.0,5.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
106,1,0,6,15.0,5.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
107,1,0,7,15.0,5.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
108,1,0,8,15.0,5.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
109,1,0,9,15.0,5.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
110,1,1,0,15.0,15.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
111,1,1,1,15.0,15.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
112,1,1,2,15.0,15.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
113,1,1,3,15.0,15.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
114,1,1,4,15.0,15.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
115,1,1,5,15.0,15.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
116,1,1,6,15.0,15.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
117,1,1,7,15.0,15.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
118,1,1,8,15.0,15.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
119,1,1,9,15.0,15.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
120,1,2,0,15.0,25.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
121,1,2,1,15.0,25.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
122,1,2,2,15.0,25.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
123,1,2,3,15.0,25.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
124,1,2,4,15.0,25.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
125,1,2,5,15.0,25.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
126,1,2,6,15.0,25.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
127,1,2,7,15.0,25.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
128,1,2,8,15.0,25.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
129,1,2,9,15.0,25.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
130,1,3,0,15.0,35.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
131,1,3,1,15.0,35.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
132,1,3,2,15.0,35.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
133,1,3,3,15.0,35.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
134,1,3,4,15.0,35.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
135,1,3,5,15.0,35.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
136,1,3,6,15.0,35.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
137,1,3,7,15.0,35.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
138,1,3,8,15.0,35.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
139,1,3,9,15.0,35.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
140,1,4,0,15.0,45.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
141,1,4,1,15.0,45.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
142,1,4,2,15.0,45.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
143,1,4,3,15.0,45.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
144,1,4,4,15.0,45.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
145,1,4,5,15.0,45.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
146,1,4,6,15.0,45.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
147,1,4,7,15.0,45.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
148,1,4,8,15.0,45.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
149,1,4,9,15.0,45.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
150,1,5,0,15.0,55.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
151,1,5,1,15.0,55.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
152,1,5,2,15.0,55.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
153,1,5,3,15.0,55.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
154,1,5,4,15.0,55.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
155,1,5,5,15.0,55.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
156,1,5,6,15.0,55.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
157,1,5,7,15.0,55.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
158,1,5,8,15.0,55.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
159,1,5,9,15.0,55.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
160,1,6,0,15.0,65.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
161,1,6,1,15.0,65.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
162,1,6,2,15.0,65.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
163,1,6,3,15.0,65.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
164,1,6,4,15.0,65.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
165,1,6,5,15.0,65.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
166,1,6,6,15.0,65.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
167,1,6,7,15.0,65.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
168,1,6,8,15.0,65.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
169,1,6,9,15.0,65.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
170,1,7,0,15.0,75.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
171,1,7,1,15.0,75.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
172,1,7,2,15.0,75.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
173,1,7,3,15.0,75.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
174,1,7,4,15.0,75.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
175,1,7,5,15.0,75.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
176,1,7,6,15.0,75.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
177,1,7,7,15.0,75.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
178,1,7,8,15.0,75.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
179,1,7,9,15.0,75.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
180,1,8,0,15.0,85.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
181,1,8,1,15.0,85.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
182,1,8,2,15.0,85.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
183,1,8,3,15.0,85.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
184,1,8,4,15.0,85.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
185,1,8,5,15.0,85.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
186,1,8,6,15.0,85.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
187,1,8,7,15.0,85.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
188,1,8,8,15.0,85.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
189,1,8,9,15.0,85.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
190,1,9,0,15.0,95.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
191,1,9,1,15.0,95.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
192,1,9,2,15.0,95.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
193,1,9,3,15.0,95.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
194,1,9,4,15.0,95.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
195,1,9,5,15.0,95.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
196,1,9,6,15.0,95.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
197,1,9,7,15.0,95.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
198,1,9,8,15.0,95.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
199,1,9,9,15.0,95.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
200,2,0,0,25.0,5.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
201,2,0,1,25.0,5.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
202,2,0,2,25.0,5.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
203,2,0,3,25.0,5.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
204,2,0,4,25.0,5.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
205,2,0,5,25.0,5.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
206,2,0,6,25.0,5.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
207,2,0,7,25.0,5.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
208,2,0,8,25.0,5.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
209,2,0,9,25.0,5.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
210,2,1,0,25.0,15.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
211,2,1,1,25.0,15.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
212,2,1,2,25.0,15.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
213,2,1,3,25.0,15.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
214,2,1,4,25.0,15.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
215,2,1,5,25.0,15.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
216,2,1,6,25.0,15.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
217,2,1,7,25.0,15.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
218,2,1,8,25.0,15.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
219,2,1,9,25.0,15.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
220,2,2,0,25.0,25.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
221,2,2,1,25.0,25.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
222,2,2,2,25.0,25.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
223,2,2,3,25.0,25.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
224,2,2,4,25.0,25.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
225,2,2,5,25.0,25.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
226,2,2,6,25.0,25.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
227,2,2,7,25.0,25.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
228,2,2,8,25.0,25.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
229,2,2,9,25.0,25.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
230,2,3,0,25.0,35.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
231,2,3,1,25.0,35.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
232,2,3,2,25.0,35.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
233,2,3,3,25.0,35.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
234,2,3,4,25.0,35.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
235,2,3,5,25.0,35.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
236,2,3,6,25.0,35.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
237,2,3,7,25.0,35.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
238,2,3,8,25.0,35.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
239,2,3,9,25.0,35.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
240,2,4,0,25.0,45.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
241,2,4,1,25.0,45.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
242,2,4,2,25.0,45.0,25.0,10.0,10.0,10.0,2.7,0.0,0.0,
243,2,4,3,25.0,45.0,35.0,10.0,10.0,10.0,2.7,0.0,0.0,
244,2,4,4,25.0,45.0,45.0,10.0,10.0,10.0,2.7,0.0,0.0,
245,2,4,5,25.0,45.0,55.0,10.0,10.0,10.0,2.7,0.0,0.0,
246,2,4,6,25.0,45.0,65.0,10.0,10.0,10.0,2.7,0.0,0.0,
247,2,4,7,25.0,45.0,75.0,10.0,10.0,10.0,2.7,0.0,0.0,
248,2,4,8,25.0,45.0,85.0,10.0,10.0,10.0,2.7,0.0,0.0,
249,2,4,9,25.0,45.0,95.0,10.0,10.0,10.0,2.7,0.0,0.0,
250,2,5,0,25.0,55.0,5.0,10.0,10.0,10.0,2.7,0.0,0.0,
251,2,5,1,25.0,55.0,15.0,10.0,10.0,10.0,2.7,0.0,0.0,
